Year,LocationAbbr,LocationDesc,Datasource,Category,Topic,Indicator,Break_Out_Category,Break_out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_Limit_Low,Confidence_Limit_High,CategoryID,TopicID,IndicatorID,BreakoutCategoryID,BreakOutID,LocationID,GeoLocation
2011,OR,Oregon,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,41,"(44.56744942400047, -120.15503132599969)"
2011,OR,Oregon,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,41,"(44.56744942400047, -120.15503132599969)"
2011,OR,Oregon,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,41,"(44.56744942400047, -120.15503132599969)"
2011,OR,Oregon,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,41,"(44.56744942400047, -120.15503132599969)"
2011,PA,Pennsylvania,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,42,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,42,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,42,"(40.79373015200048, -77.86070029399963)"
2011,PA,Pennsylvania,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,42,"(40.79373015200048, -77.86070029399963)"
2011,RI,Rhode Island,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,44,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,44,"(41.70828019300046, -71.52247031399963)"
2011,RI,Rhode Island,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,44,"(41.70828019300046, -71.52247031399963)"
2011,SC,South Carolina,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,45,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,45,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,45,"(33.998821303000454, -81.04537120699968)"
2011,SC,South Carolina,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,45,"(33.998821303000454, -81.04537120699968)"
2011,SD,South Dakota,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,46,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,46,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,46,"(44.353130053000484, -100.3735306369997)"
2011,SD,South Dakota,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,46,"(44.353130053000484, -100.3735306369997)"
2011,TN,Tennessee,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,47,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,47,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,47,"(35.68094058000048, -85.77449091399967)"
2011,TN,Tennessee,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,47,"(35.68094058000048, -85.77449091399967)"
2011,TX,Texas,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,48,"(31.827240407000488, -99.42677020599967)"
2011,USM,Median of all states,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,1,
2011,UT,Utah,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,49,"(39.360700171000474, -111.58713063499971)"
2011,UT,Utah,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,49,"(39.360700171000474, -111.58713063499971)"
2011,VA,Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,51,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,51,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,51,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,51,"(37.54268067400045, -78.45789046299967)"
2011,VT,Vermont,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,50,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,50,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,50,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,50,"(43.62538123900049, -72.51764079099962)"
2011,VT,Vermont,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,50,"(43.62538123900049, -72.51764079099962)"
2011,WA,Washington,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,53,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,53,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,53,"(47.52227862900048, -120.47001078999972)"
2011,WI,Wisconsin,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,55,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,55,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,55,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,55,"(44.39319117400049, -89.81637074199966)"
2011,WV,West Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,54,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,54,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,54,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,54,"(38.66551020200046, -80.71264013499967)"
2011,WY,Wyoming,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,56,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,56,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,56,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,56,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,56,"(43.23554134300048, -108.10983035299967)"
2013,AK,Alaska,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,2,"(64.84507995700051, -147.72205903599973)"
2013,AK,Alaska,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Non-Hispanic Black,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC02,2,"(64.84507995700051, -147.72205903599973)"
2013,AK,Alaska,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,2,"(64.84507995700051, -147.72205903599973)"
2013,AK,Alaska,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,2,"(64.84507995700051, -147.72205903599973)"
2013,AL,Alabama,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,1,"(32.84057112200048, -86.63186076199969)"
2013,AL,Alabama,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,1,"(32.84057112200048, -86.63186076199969)"
2013,AL,Alabama,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,1,"(32.84057112200048, -86.63186076199969)"
2013,AL,Alabama,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,1,"(32.84057112200048, -86.63186076199969)"
2013,AR,Arkansas,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Hispanic,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC04,5,"(34.74865012400045, -92.27449074299966)"
2013,AR,Arkansas,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,5,"(34.74865012400045, -92.27449074299966)"
2013,AR,Arkansas,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE01,5,"(34.74865012400045, -92.27449074299966)"
2013,AZ,Arizona,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC03,AGE04,4,"(34.865970280000454, -111.76381127699972)"
2013,AZ,Arizona,BRFSS,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+) (Percentage); BRFSS,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by CDC standards: (standard error/estimate>0.30)],,,C1,T4,BR001,BOC04,RAC07,4,"(34.865970280000454, -111.76381127699972)"
